D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/986.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/621.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/531_549.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/770.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/947.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/645.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/527.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/814.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/994.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/573.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/191.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/866_878.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/523_541.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/466_428.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/094_111.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/364.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/567.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/988_966.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/251_375.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/520_542.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/454.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/639_841.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/107_109.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/442.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/220_219.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/808_829.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/363.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/296.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/974.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/109_107.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/129.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/877_886.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/109.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/258_246.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/971_564.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/056_996.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/087_081.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/014.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/543.mp4,REAL
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/179_212.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/402_453.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/fake/Face2Face/926_900.mp4,FAKE
D:/IIIT/IIIT_Shri_City/BTP/code/COMP90055_Research_Project-master/preprocess/video_224/raw/youtube/967.mp4,REAL
